cod;nome;período;valor
22;PI;2012;479
11;RO;2012;475
24;RN;2012;1060
50;MS;2013;555
27;AL;2013;2005
35;SP;2013;5403
28;SE;2013;908
15;PA;2013;3157
17;TO;2013;307
52;GO;2013;2698
26;PE;2013;2867
23;CE;2013;4195
31;MG;2013;4286
43;RS;2013;2108
21;MA;2013;2031
51;MT;2013;1064
12;AC;2013;202
24;RN;2013;1357
42;SC;2013;686
25;PB;2013;1424
22;PI;2013;549
32;ES;2013;1451
14;RR;2013;178
53;DF;2013;759
33;RJ;2013;4687
16;AP;2013;206
29;BA;2013;5260
11;RO;2013;431
13;AM;2013;1095
41;PR;2013;2653
29;BA;2014;5659
42;SC;2014;794
41;PR;2014;2694
13;AM;2014;1159
16;AP;2014;236
23;CE;2014;4341
24;RN;2014;1500
22;PI;2014;654
27;AL;2014;1960
33;RJ;2014;5196
50;MS;2014;615
51;MT;2014;1247
28;SE;2014;1023
12;AC;2014;212
21;MA;2014;2307
31;MG;2014;4319
25;PB;2014;1433
26;PE;2014;3113
35;SP;2014;5561
17;TO;2014;342
52;GO;2014;2591
43;RS;2014;2474
14;RR;2014;133
11;RO;2014;521
15;PA;2014;3189
32;ES;2014;1469
53;DF;2014;783
17;TO;2015;454
16;AP;2015;275
28;SE;2015;1233
22;PI;2015;582
52;GO;2015;2734
43;RS;2015;2660
32;ES;2015;1308
50;MS;2015;576
33;RJ;2015;4651
13;AM;2015;1357
27;AL;2015;1653
41;PR;2015;2691
53;DF;2015;682
51;MT;2015;1082
11;RO;2015;537
23;CE;2015;3909
21;MA;2015;2286
12;AC;2015;198
42;SC;2015;860
31;MG;2015;4114
14;RR;2015;174
25;PB;2015;1406
24;RN;2015;1453
15;PA;2015;3401
26;PE;2015;3606
35;SP;2015;4860
29;BA;2015;5619
13;AM;2016;1335
22;PI;2016;650
35;SP;2016;4358
15;PA;2016;3921
52;GO;2016;2789
24;RN;2016;1754
50;MS;2016;591
21;MA;2016;2247
28;SE;2016;1404
23;CE;2016;3424
17;TO;2016;532
25;PB;2016;1248
43;RS;2016;2913
31;MG;2016;4246
14;RR;2016;179
11;RO;2016;649
32;ES;2016;1166
12;AC;2016;340
29;BA;2016;6728
51;MT;2016;1074
41;PR;2016;2841
16;AP;2016;364
42;SC;2016;877
27;AL;2016;1718
26;PE;2016;4160
33;RJ;2016;5569
53;DF;2016;696
26;PE;2017;5104
23;CE;2017;5059
52;GO;2017;2638
51;MT;2017;1010
28;SE;2017;1236
43;RS;2017;3014
17;TO;2017;517
31;MG;2017;3911
29;BA;2017;6986
32;ES;2017;1369
11;RO;2017;491
16;AP;2017;356
27;AL;2017;1702
25;PB;2017;1253
33;RJ;2017;5956
22;PI;2017;573
21;MA;2017;2051
15;PA;2017;4255
35;SP;2017;4134
53;DF;2017;564
14;RR;2017;221
24;RN;2017;2054
41;PR;2017;2511
50;MS;2017;597
42;SC;2017;957
12;AC;2017;481
13;AM;2017;1559
29;BA;2018;6351
43;RS;2018;2441
12;AC;2018;374
41;PR;2018;2232
11;RO;2018;432
33;RJ;2018;6013
32;ES;2018;1063
50;MS;2018;506
52;GO;2018;2448
28;SE;2018;1093
21;MA;2018;1856
14;RR;2018;360
25;PB;2018;1161
51;MT;2018;901
27;AL;2018;1374
23;CE;2018;4425
35;SP;2018;3269
42;SC;2018;751
16;AP;2018;411
31;MG;2018;3022
13;AM;2018;1415
53;DF;2018;473
24;RN;2018;1723
15;PA;2018;4185
17;TO;2018;520
26;PE;2018;3942
22;PI;2018;565
26;PE;2019;3265
35;SP;2019;2954
50;MS;2019;430
33;RJ;2019;3316
25;PB;2019;880
11;RO;2019;401
16;AP;2019;342
32;ES;2019;946
14;RR;2019;201
52;GO;2019;2089
27;AL;2019;1025
31;MG;2019;2598
17;TO;2019;420
41;PR;2019;1891
12;AC;2019;290
43;RS;2019;1946
29;BA;2019;5717
28;SE;2019;920
21;MA;2019;1584
51;MT;2019;808
23;CE;2019;2196
13;AM;2019;1472
53;DF;2019;425
24;RN;2019;1248
42;SC;2019;653
15;PA;2019;3155
22;PI;2019;520
13;AM;2020;1241
29;BA;2020;6627
21;MA;2020;1961
51;MT;2020;878
27;AL;2020;1203
43;RS;2020;1876
28;SE;2020;938
17;TO;2020;448
31;MG;2020;2473
32;ES;2020;1122
16;AP;2020;365
24;RN;2020;1324
33;RJ;2020;4483
15;PA;2020;2605
26;PE;2020;3558
35;SP;2020;2998
14;RR;2020;199
41;PR;2020;2083
42;SC;2020;646
23;CE;2020;3672
52;GO;2020;2040
12;AC;2020;273
25;PB;2020;1047
53;DF;2020;418
22;PI;2020;615
11;RO;2020;402
50;MS;2020;420
52;GO;2021;1664
29;BA;2021;6740
15;PA;2021;2627
50;MS;2021;484
41;PR;2021;2149
51;MT;2021;806
33;RJ;2021;4381
21;MA;2021;1868
22;PI;2021;695
23;CE;2021;3135
32;ES;2021;1127
31;MG;2021;2327
16;AP;2021;443
11;RO;2021;482
25;PB;2021;1061
27;AL;2021;1005
13;AM;2021;1679
24;RN;2021;1109
14;RR;2021;238
12;AC;2021;176
43;RS;2021;1656
42;SC;2021;620
35;SP;2021;2742
28;SE;2021;751
26;PE;2021;3191
17;TO;2021;401
53;DF;2021;355
23;CE;2022;2755
12;AC;2022;213
13;AM;2022;1651
41;PR;2022;2357
25;PB;2022;1021
50;MS;2022;479
14;RR;2022;200
35;SP;2022;2833
53;DF;2022;321
15;PA;2022;2687
26;PE;2022;3173
33;RJ;2022;3496
22;PI;2022;723
32;ES;2022;1042
11;RO;2022;536
29;BA;2022;6359
16;AP;2022;342
31;MG;2022;2425
24;RN;2022;1092
17;TO;2022;424
28;SE;2022;734
43;RS;2022;1714
27;AL;2022;1059
21;MA;2022;1808
51;MT;2022;968
42;SC;2022;578
52;GO;2022;1537
33;RJ;2023;3908
41;PR;2023;1982
35;SP;2023;2652
21;MA;2023;1862
25;PB;2023;998
22;PI;2023;655
53;DF;2023;302
24;RN;2023;892
29;BA;2023;6147
32;ES;2023;1061
42;SC;2023;552
23;CE;2023;2744
52;GO;2023;1458
28;SE;2023;657
12;AC;2023;197
13;AM;2023;1433
14;RR;2023;188
15;PA;2023;2343
16;AP;2023;501
17;TO;2023;389
43;RS;2023;1757
11;RO;2023;498
50;MS;2023;536
27;AL;2023;1119
31;MG;2023;2515
51;MT;2023;998
26;PE;2023;3400
